,actively_hiring,Type_of_internship,company_name,location,stipend,duration
3909,,Business Development (Sales),FitKid Health Tech Private Limited,Jaipur,"₹ 5,000 /month",3 Months
3910,1.0,Business Analyst,Isourse,Delhi,"₹ 15,000 /month",6 Months
3911,,Human Resources (HR),In-Solutions Global Limited,Mumbai,"₹ 10,000-15,000 /month",6 Months
3912,1.0,Business Development (Field Sales),Ignited Mind Lab,Mumbai,"₹ 10,000 /month",3 Months
3913,,Event Management,Chris Lopes,Mumbai,"₹ 5,000 /month",2 Months
3914,1.0,Social Media Marketing,Swipe Pages,Chennai,"₹ 18,000 /month",6 Months
3915,,Content Writing,Emoov Mobility Private Limited,Noida,"₹ 10,000 /month",1 Month
3916,,Human Resources (HR),TRUST,Mumbai,"₹ 15,000 /month",6 Months
3917,,Design & Operations,Smile Labels,Bangalore,"₹ 10,000 /month",3 Months
3918,,Web Software Development,Recruitersgig Consultants,Work From Home,"₹ 10,000-12,000 /month",3 Months
3919,,Energy Engineering/Mechanical Engineering - Energy Analysis,Ogni Esco Private Limited,Hyderabad,"₹ 10,000 /month",3 Months
3920,,Field Sales,SportsSkill,Chennai,"₹ 3,000-10,000 /month",2 Months
3921,1.0,Video Editing & Design,GlobalFair Impex,Bangarapet,"₹ 10,000 /month",6 Months
3922,,Operations,Referencified Tech Private Limited,Work From Home,"₹ 2,000 /month",6 Months
3923,,Artificial Intelligence - Model Based LMS Content Development (CBSE & ICSE),Space Renaissance Indian Chapter,Work From Home,Unpaid,1 Month
3924,,Business Development,Urban Frog Clothing LLP,Gurgaon,"₹ 2,000 /month +  Incentives",3 Months
3925,,Social Media Marketing,Rightways Packers & Movers,Work From Home,"₹ 4,000-8,000 /month",2 Months
3926,,WordPress Development,Fulcrum Resources Private Limited,Work From Home,"₹ 2,000-4,000 /month",2 Months
3927,,Lead Generation & Data Collection,KSA Enterprises,Work From Home,"₹ 5,000 /month",3 Months
3928,,Business Development,Osprey Invites,Work From Home,"₹ 5,000 /month +  Incentives",2 Months
3929,,Software Testing & Improvement Analytics,Tag8,Mumbai,"₹ 7,500 /month",6 Months
3930,,Field Sales,AAR KAY International Express Delivery,Gautam Buddha Nagar,"₹ 10,000 /month",3 Months
3931,,Human Resources (HR),Percipere,Mumbai,"₹ 10,000 /month",3 Months
3932,,Digital Marketing,Seoczar IT Services Private Limited,Noida,"₹ 3,000-5,000 /month",6 Months
3933,1.0,UI/UX Design,Gigde Global Solutions Private Limited,Ghaziabad,"₹ 15,000-20,000 /month",6 Months
3934,,Pre Sales,Great Learning,Gurgaon,"₹ 20,000 /month",3 Months
3935,,Sales And Marketing,Entrepreneurial Development Council,Work From Home,"₹ 5,000 /month",3 Months
3936,,Graphic Design,Betterhalf,Bangalore,"₹ 15,000 /month",3 Months
3937,,Content Writing,Ful.io,Bangalore,"₹ 15,000 /month",6 Months
3938,,Fundraising,Revamp India Foundation,Work From Home,Unpaid,1 Month
3939,,Content Development (English),This Side Up,Work From Home,"₹ 2,000 /month",2 Months
3940,,Influencer Outreach,SocialArrow,Work From Home,"₹ 5,000 /month",3 Months
3941,,Social Media Marketing,MiniBay,Delhi,"₹ 5,000 /month",6 Months
3942,,Graphic Design,Fusion Market Research,Pune,"₹ 3,000 /month",3 Months
3943,,Android App Development,Autoyos Private Limited,Bangalore,"₹ 4,000-6,000 /month",4 Months
3944,,Chartered Accountancy (CA) - Final,Deepak Babel,Navi Mumbai,"₹ 15,000 /month",6 Months
3945,,Digital Marketing,Webportal.in,Mumbai,"₹ 5,000 /month",2 Months
3946,,Artificial Intelligence (AI),Softnerve Technology Private Limited,Work From Home,"₹ 4,000 /month +  Incentives",3 Months
3947,,Equity Analysis,Ads Klick Media,Work From Home,"₹ 1,000 /month +  Incentives",1 Month
3948,,Omni Sports Leader,Decathlon Sports India,Gurgaon,"₹ 12,000 /month",2 Months
3949,,Business Development,BYJU'S The Learning App,Agartala,"₹ 11,000 /month",3 Months
3950,,Digital Marketing,EDUxON,Guwahati,"₹ 5,000-10,000 /month",3 Months
3951,,Sales,PowerMitra,Work From Home,"₹ 5,000 /month",3 Months
3952,,Social Media Management/Graphic Design,Ergate Enterprise,Work From Home,"₹ 4,000 /month",4 Months
3953,1.0,Accounts,Youth Empowerment Foundation,Work From Home,Unpaid,3 Months
3954,,Video Editing,Humour Me Private Limited,Delhi,"₹ 10,000 /month",3 Months
3955,1.0,Interior Design,Ink Dabba,Anna Nagar,"₹ 4,000 /month",2 Months
3956,1.0,Digital Marketing,DigiVibrant Techsolutions Private Limited,Noida,"₹ 5,000 /month",6 Months
3957,,Social Media Marketing,FROGG INTERNATIONAL,Delhi,"₹ 5,000 /month",6 Months
3958,,Field Sales,Beyoi Wellness Private Limited,Delhi,"₹ 15,000 /month",2 Months
3959,,Market Survey,Spread In India,Work From Home,"₹ 3,000 /month",2 Months
3960,,HR Consultant,Dot1 Solutions,Mumbai,"₹ 5,000 /month",3 Months
3961,,Graphic Design,Uptut,Work From Home,"₹ 12,000 /month",3 Months
3962,1.0,HR -  Recruitment And Skill Training,Disha Skill Training Services,Ulhasnagar,"₹ 8,000 /month",4 Months
3963,,Industrial Design,Out Of The Box,Chennai,"₹ 3,000 /month",3 Months
3964,,Animation,The Trade Spot,Work From Home,"₹ 15,000 /month",5 Months
3965,,Business Development (Sales),Palison Enterprises,Work From Home,"₹ 6,000 /month +  Incentives",2 Months
3966,,PHP Development,The Dezine,Ahmedabad,"₹ 7,000-15,000 /month",6 Months
3967,,Golang (AI Development),Aoxart,Work From Home,"₹ 18,000-25,000 /month",6 Months
3968,,Social Research,Shiv Charan Mathur Social Policy Research Institute,Jaipur,Unpaid,3 Months
3969,,Marketing,ACE Online,Ahmedabad,"₹ 10,000 /month",6 Months
3970,,Online Marketing,Armaans Events,Gurgaon,"₹ 6,000 /month +  Incentives",6 Months
3971,1.0,Social Media Ad Campaign,StudyMonk,Work From Home,"₹ 10,000-15,000 /month",3 Months
3972,,Graphic Design,SCREEN ART,Work From Home,"₹ 1,000 /month",6 Months
3973,1.0,Influencer Marketing,Digital Fine Fast Brands Private Limited (Pincode Credits),Work From Home,"₹ 1,000 /month +  Incentives",3 Months
3974,,Legal Services,Legal Cloud,Delhi,"₹ 5,000 /month",3 Months
3975,,HR Recruitment,Kanishka Software Private Limited,Mumbai,"₹ 5,000 /month",6 Months
3976,,Content Writing,TruckSuvidha,Ghaziabad,"₹ 8,000 /month",3 Months
3977,,Social Media Content Creation,Vaak Creatives,Delhi,"₹ 5,000-15,000 /month",3 Months
3978,,Gaming & Metaverse Community Management,Alecado Systems,Work From Home,"₹ 2,000 /month +  Incentives",4 Months
3979,,Area Territory Sales,BizEZZ,Navi Mumbai,"₹ 15,000 /month +  Incentives",3 Months
3980,,Business Growth (STEM Education Program),Nexar Digital,Work From Home,"₹ 1,000 /month +  Incentives",1 Month
3981,1.0,Copywriting,Internshala,Gurgaon,"₹ 18,000 /month",6 Months
3982,,3D Jewelry Rendering And CAD Designing,Maurya Fine Jewels,Work From Home,"₹ 2,000 /month",3 Months
3983,,Human Resources (HR),Tiesup Corp Pvt Ltd,Ranchi,"₹ 5,000 /month",3 Months
3984,,Finance & Accounting,A A Garg & Co,Mumbai,"₹ 10,000 /month",6 Months
3985,1.0,Content Moderation,Text Mercato,Work From Home,"₹ 5,000-8,000 /month",3 Months
3986,,Facebook Marketing,Affiliate Indians,Work From Home,"₹ 5,000 /month +  Incentives",3 Months
3987,,Information Technology,IQuanti.inc,Bangalore,"₹ 15,000 /month",3 Months
3988,,Business Development (Sales),Left Of Centre Marketing LLP,Ahmedabad,"₹ 7,000 /month",2 Months
3989,,Logo Design,Trivy Technologies Private Limited,Noida,"₹ 5,000 /month",3 Months
3990,,Online Marketing,AI Diary,Work From Home,"₹ 2,000 /month +  Incentives",2 Months
3991,,Business Development (Sales),Derive Management Solutions Private Limited,Bangalore,"₹ 10,000-20,000 /month",6 Months
3992,,Business Development (Sales),PencilsTribe,Work From Home,"₹ 3,000 /month +  Incentives",3 Months
3993,1.0,Human Resources (HR),Yash Retail & Service Private Limited,Gurgaon,"₹ 10,000 /month",6 Months
3994,,Sales And Pre Sales,The Happy Slate,Work From Home,"₹ 8,000-15,000 /month",3 Months
3995,,Video Editing,Wabbitfree,Work From Home,"₹ 1,000 /month +  Incentives",6 Months
3996,,Business Development (Sales),WebGenetik,Work From Home,"₹ 1,000 /month +  Incentives",3 Months
3997,,Digital Marketing,Aoxart,Work From Home,"₹ 15,000-25,000 /month",4 Months
3998,,Business Development (Sales),SenseFly Innovation Private Limited,Delhi,"₹ 5,000-8,000 /month",3 Months
3999,,Telecalling,Fictivebox Media,Noida,"₹ 15,000 /month",3 Months
4000,,Content Writing,Red Eye Marketing Solutions Private Limited,Work From Home,"₹ 4,000 /month",3 Months
4001,,Content Writing,Aoxart,Work From Home,"₹ 15,000-25,000 /month",5 Months
4002,,Auditing & Accounting,Right Recruitment Service,Delhi,"₹ 10,000 /month",6 Months
4003,1.0,Python Development (NLP),Experiences.digital,Work From Home,"₹ 5,000 /month",3 Months
4004,,Digital Marketing,Ampexcel Technologies,Work From Home,"₹ 4,000-12,000 /month",6 Months
4005,,Business Development (Sales),Radsan Creations,Noida,"₹ 3,000 /month +  Incentives",3 Months
4006,,Interior Design,Bathxpertz,Delhi,"₹ 10,000 /month",6 Months
4007,,Business Development (Sales),Can Access Immigration Services,Mohali,"₹ 5,000-10,000 /month",6 Months
4008,,Content Writing,Admission Bridge,Delhi,"₹ 15,000 /month",3 Months
4009,,HR Recruitment,CareerTree HR Solutions Private Limited,Chennai,"₹ 2,000 /month +  Incentives",3 Months
4010,,Human Resources (HR),Akash Sharma,Gwalior,"₹ 8,000 /month +  Incentives",3 Months
4011,1.0,Macro Development,Digipplus,Work From Home,"₹ 15,000-20,000 /month",3 Months
4012,,Corporate Sales,Matviran,Work From Home,"₹ 1,000 /month +  Incentives",1 Month
4013,,Content Development (English),Scooldudes.com,Work From Home,"₹ 2,000 /month",3 Months
4014,,Sales And Marketing,Breakthrough Management Group India Private Limited,Mumbai,"₹ 10,000 /month",3 Months
4015,,Securities Market Management,Manidhari Securities,Indore,"₹ 2,000 /month",3 Months
4016,,Backend Development,Aoxart,Work From Home,"₹ 17,000-25,000 /month",6 Months
4017,,Stock Market Trading,Aoxart,Work From Home,"₹ 17,000-25,000 /month",6 Months
4018,,Sales Consultant,USK23 Global Business Solutions,Work From Home,"₹ 4,000 /month +  Incentives",6 Months
4019,,Recruitment,USK23 Global Business Solutions,Work From Home,"₹ 5,000 /month",6 Months
4020,,Corporate Business Development,Safetree,Ahmedabad,"₹ 10,000 /month",2 Months
4021,1.0,Founder's Office,Storlyy,Work From Home,"₹ 12,000 /month",3 Months
4022,,Business Development (Sales),Sampannata Enterprises Private Limited (Finclu),Work From Home,"₹ 2,000 /month +  Incentives",2 Months
4023,,HR Consultant,Edutivation,Work From Home,"₹ 2,500 /month",2 Months
4024,1.0,Toy Design,IDZ Digital Private Limited,Mumbai,"₹ 10,000 /month",3 Months
4025,,Business Development (Sales),The Wedding Saga,Pune,"₹ 10,000-15,000 /month",6 Months
4026,,Inside Sales,ProcEzy,Bangalore,"₹ 8,000 /month",4 Months
4027,1.0,Graphic Design,Gursidak Foundation,Work From Home,Unpaid,3 Months
4028,,Business Development (Sales),TRS Industries LLP,Greater Noida,"₹ 10,000-14,000 /month",2 Months
4029,,Human Resources (HR),Conserve Solution,Chennai,"₹ 3,000 /month",3 Months
4030,,Social Media Marketing,KV TechMedia,Varanasi,"₹ 5,000-10,000 /month",3 Months
4031,1.0,Graphic Design & Packaging Design,Cupplink Food & Beverages Private Limited,Work From Home,"₹ 5,000 /month",1 Month
4032,,Search Engine Optimization (SEO),Tech Inject,Phagwara,"₹ 4,000 /month +  Incentives",2 Months
4033,1.0,Store Fashion Consultant,Reliance Brands Limited,Mumbai,"₹ 19,000 /month",6 Months
4034,,Field Sales,Sports For All (SFA),Mumbai,"₹ 15,000 /month",6 Months
4035,,Sales,Abstract Entertainment & Media,Mumbai,"₹ 8,000 /month",6 Months
4036,,Marketing,Voorent,Gurgaon,"₹ 8,000 /month",5 Months
4037,1.0,Human Resources (HR),Roslin Institute Of Concepts (OPC) Private Limited,Work From Home,"₹ 1,000-3,000 /month",6 Months
4038,,Business Development (Sales),Pranitshilimkar Fitness Talks Private Limited,Pune,"₹ 15,000 /month",6 Months
4039,1.0,Search Engine Optimization (SEO),Netgains,Mohali,"₹ 10,000 /month",3 Months
4040,,Digital Marketing,Vineet Dusa,Work From Home,"₹ 2,500 /month",3 Months
4041,,Business Development (Sales),Skill-Mantra,Noida,"₹ 10,000 /month",3 Months
4042,,Event Management,Sustainable Guides,Mumbai,"₹ 5,000-7,500 /month",6 Months
4043,1.0,Project Management,FynTune Solution Private Limited,Mumbai,"₹ 12,000-18,000 /month",6 Months
4044,,Creative Design,LRFT Educational Experiences Private Limited,Delhi,"₹ 5,000 /month",3 Months
4045,,Content Writing,Uniworld Studios Private Limited,Faridabad,"₹ 7,000-12,000 /month",6 Months
4046,,Legal Associate,Thapasu Foods,Work From Home,"₹ 1,000 /month",6 Months
4047,,Graphic Design,Flipshope,Jaipur,"₹ 10,000-20,000 /month",6 Months
4048,,Digital Marketing,Pase Solutions Private Limited,Bhopal,"₹ 10,000-15,000 /month",2 Months
4049,,Community Management,FoodVolly - Saplings Cafe,Nagpur,"₹ 8,000 /month",6 Months
4050,,Operations & Administration,MyOperator,Noida,"₹ 10,000 /month",6 Months
4051,,Talent Acquisition - HR,EMeasurematics,Mumbai,"₹ 5,000-10,000 /month",3 Months
4052,,Digital Marketing,APPSAT LLP,Work From Home,"₹ 1,500 /month +  Incentives",6 Months
4053,,Human Resources (HR),PA SAY Webscript Technologies Private Limited,Bhopal,"₹ 10,000-15,000 /month",1 Month
4054,1.0,Videography and Photography,Simplease,Gurgaon,"₹ 6,000-10,000 /month",3 Months
4055,,Facebook Ads Strategy,Seiko Media By Digixom Solutions,Work From Home,"₹ 6,000 /month",6 Months
4056,,Recruitment,AI Wizard,Work From Home,"₹ 5,000 /month",2 Months
4057,,Digital Marketing,CareerNaksha,Vadodara,"₹ 2,000 /month",2 Months
4058,,Human Resources (HR),Muskan Jute Enterprise,Mumbai,"₹ 7,000 /month",3 Months
4059,1.0,Video Making/Editing,VENQ Technologies Private Limited,Pune,"₹ 20,000 /month",3 Months
4060,,Accounts & Legal,Mpower Urja,Pune,"₹ 2,500 /month",6 Months
4061,,Social Media Marketing,THE BRAND FUZZ,Delhi,"₹ 6,000-10,000 /month",2 Months
4062,,Investors Relationship & PR,BookSpot,Work From Home,"₹ 3,000-5,000 /month",3 Months
4063,,Market Research,Encardio Rite Electronics Private Limited,Delhi,"₹ 10,000 /month",3 Months
4064,1.0,Client Servicing (Wedding/Corporate Events),Herakraft Private Limited,Delhi,"₹ 15,000 /month",6 Months
4065,,Marketing,Cacio E Pepe,Mumbai,"₹ 5,000 /month",6 Months
4066,1.0,Graphic & 3D Design (Wedding/Social Events),Herakraft Private Limited,Delhi,"₹ 10,000 /month",6 Months
4067,,Market Research,BeyondSkool,Mumbai,"₹ 5,000 /month",1 Month
4068,,Customer Service/Social Media Handling,Petfolk,Work From Home,"₹ 7,500 /month",6 Months
4069,,Lead Generation & Email Marketing,Susurla Impex Private Limited,Work From Home,"₹ 2,000 /month",2 Months
4070,,General Management,Tomorrowsmith Foundation,Work From Home,Unpaid,6 Months
4071,,Marketing,Sandbox (MyGamingPC),Bangalore,"₹ 5,000-8,000 /month",6 Months
4072,,Fashion Design,Aoxart,Work From Home,"₹ 15,000-25,000 /month",6 Months
4073,1.0,Telecalling,Codebucket,Work From Home,"₹ 7,000 /month +  Incentives",6 Months
4074,1.0,Search Engine Optimization (SEO),Antino Labs Private Limited,Gurgaon,"₹ 15,000 /month",6 Months
4075,1.0,Architecture,Design Harmony,Bangalore,"₹ 5,000 /month +  Incentives",6 Months
4076,,Graphic Design & Video Editing,New Spice Solutions Private Limited (Smart Dukaan),Noida,"₹ 10,000 /month",3 Months
4077,,Digital Marketing,Optiwise Online,Mumbai,"₹ 15,000 /month",6 Months
4078,1.0,React Native Development,Techwondoe India Private Limited,Work From Home,"₹ 10,000-25,000 /month",3 Months
4079,1.0,Community Creation & Management,LeagueUNO Technologies Private Limited,Work From Home,"₹ 5,000 /month",2 Months
4080,1.0,Business Consulting,Digital Factorys,Pimpri-Chinchwad,"₹ 10,000 /month",4 Months
4081,,Subject Matter Expert (SME) - Calculus & Statistics,Grrow Digi,Work From Home,"₹ 15,000-30,000 /month",2 Months
4082,,Graphic Design,Host2Unlimited,Thane,"₹ 6,000-9,000 /month",6 Months
4083,,E-Commerce Sales,Urbane Essence,Bangalore,"₹ 3,000 /month",3 Months
4084,1.0,Campus Ambassador,Careers360,Work From Home,Performance Based,2 Months
4085,1.0,Repairing/Installation/Re-manufacturing - Ultrasound Scanners,Man Machine Electronics,Hyderabad,"₹ 8,000 /month",6 Months
4086,,Academic Content Writing (Economics),Evelyn Learning Systems,Work From Home,"₹ 12,000 /month",2 Months
4087,1.0,Human Resources (HR),Sanghvi Beauty & Technologies Private Limited (MyGlamm),Mumbai,"₹ 10,000 /month",6 Months
4088,,Company Secretary (CS),"AAS & Associates, Company Secretaries",Mumbai,"₹ 7,500-9,000 /month",24 Months
4089,,Social Media Marketing,BIZNest Work Live Experience,Goa Velha,"₹ 5,000 /month",6 Months
4090,1.0,Social Media Content Creation,FavTutor,Work From Home,"₹ 10,000 /month",2 Months
4091,,Video Editing,Surendra  Singh,Work From Home,"₹ 2,000-5,000 /month",3 Months
4092,,BIM Mep Modeling,BIM BOSS Consultant,Ahmedabad,"₹ 9,000-11,000 /month",3 Months
4093,,Customer Relationship Building,Gruppy,Work From Home,"₹ 5,000 /month",3 Months
4094,,Search Engine Optimization (SEO),MarkAge360,Delhi,"₹ 8,000 /month",6 Months
4095,,Survey Volunteering,Stiger EV,Delhi,₹ 500 lump sum,1 Week
4096,,Social Media Management (in-office),India EXIM House,Hosakote,"₹ 3,000 /month",3 Months
4097,,Content Writing (VanillaJS or Node/Express Documentation),JournalDev IT Services Private Limited,Work From Home,"₹ 6,000 /month +  Incentives",2 Months
4098,,Social Media Marketing,Essence Studios,Gurgaon,"₹ 10,000 /month",6 Months
4099,,Sales & Marketing,Nindera,Work From Home,"₹ 1,000 /month +  Incentives",2 Months
4100,,Field Sales,Mapstreak Flyseas Private Limited,Patna,"₹ 3,000 /month",3 Months
4101,,Business Development (Sales),Valeur Fabtex Private Limited,Delhi,"₹ 15,000 /month",6 Months
4102,,Business Excellence - Email Communication,Market Xcel Data Matrix Private Limited,Delhi,"₹ 10,000-15,000 /month",2 Months
4103,1.0,Pre Sales,Paathshala Spark,Work From Home,"₹ 3,000 /month +  Incentives",3 Months
4104,,Student Outreach,Junior Koder,Lucknow,"₹ 10,000 /month",3 Months
4105,,Executive Assistance,Airchains,Gurgaon,"₹ 10,000 /month",3 Months
4106,1.0,Business Development (Telemarketing & Field Sales),LearningBix,Indore,"₹ 12,000 /month +  Incentives",2 Months
4107,,Motion Graphics,DigiBros,Work From Home,"₹ 5,000-6,000 /month",2 Months
4108,,Search Engine Optimization (SEO),D2V Software Solutions Private Limited,Bangalore,"₹ 10,000 /month",2 Months
4109,,Business Development (Sales),Chola Apparels,Bangalore,"₹ 4,000 /month +  Incentives",3 Months
4110,,Digital Marketing - Sales,Supreeth Nagaraj,Bangalore,"₹ 2,000 /month +  Incentives",2 Months
4111,,Customer Success,Jodo,Bangalore,"₹ 10,000 /month",3 Months
4112,,Teaching (Fine Arts),The Art Hub,Delhi,"₹ 15,000-20,000 /month",6 Months
4113,,Search Engine Optimization (SEO),The Monsha's,Work From Home,"₹ 1,000 /month",3 Months
4114,,Content Creation,Merry Men,Mumbai,"₹ 10,000 /month",3 Months
4115,,Sales,G89 Solutions,Mumbai,"₹ 5,000 /month",3 Months
4116,,Accounting & Tally,Banas Infra Projects Private Limited,Jaipur,"₹ 8,000 /month",6 Months
4117,,Quality Control/Chemistry,Doshion Polyscience Private Limited,Ahmedabad,"₹ 14,000 /month",6 Months
4118,,Finance,Impact Guru Foundation,Mumbai,"₹ 8,000 /month",3 Months
4119,,Human Resources (HR),SIB Operations And Services Limited,Kochi,"₹ 12,000 /month",6 Months
4120,,Digital Marketing,Jamrio Technologies Private Limited,Work From Home,"₹ 1,500-3,000 /month",3 Months
4121,,UI/UX Design,Young Decade IT Software Solutions,Indore,"₹ 6,000 /month",3 Months
4122,,Telecalling,Mahavira Classes,Kolkata,"₹ 5,000 /month",3 Months
4123,,Volunteering (Adolescent Mental Health),Centre For Social And Behaviour Change Communication,Mumbai,Unpaid,3 Months
4124,,Search Engine Optimization (SEO),1702 Digital,Mumbai,"₹ 10,000 /month",4 Months
4125,,Business Analytics,LeadersBridge,Work From Home,"₹ 7,000 /month",6 Months
4126,,Sales And Marketing,Print Pickle Private Limited,Bangalore,"₹ 10,000 /month",3 Months
4127,,Teaching - German Language,Inlingua Chennai,Work From Home,"₹ 5,000 /month",3 Months
4128,,Search Engine Optimization (SEO),Sparsh Gurha,Work From Home,"₹ 5,000-8,000 /month",2 Months
4129,,React Development (Web & Mobile Applications),Anjali Tibrewal,Work From Home,"₹ 4,000-5,000 /month",1 Month
4130,,Sales,Herbal Hope,Kanpur Dehat,"₹ 2,000 /month +  Incentives",2 Months
4131,,Community Management,Spoke Design Labs,Bangalore,"₹ 2,000-5,000 /month",3 Months
4132,,International Business Development,E-Hands Energy India Private Limited,Chennai,"₹ 10,000-15,000 /month",6 Months
4133,,Digital Marketing,Brainstorm Consulting,Bangalore,"₹ 12,000-20,000 /month",6 Months
4134,,Business Development (Sales),OneClick BIM,Nagpur,"₹ 3,000 /month",3 Months
4135,,Telesales,Edzym,Work From Home,"₹ 3,000 /month",6 Months
4136,,Business Research,Sunrise Timply Co Private Limited,Coimbatore,"₹ 1,000 /week",2 Weeks
4137,,Youtube Editing And Content Management,Mathi Tamil Gaming,Work From Home,"₹ 8,000 /month",6 Months
4138,,Unity/Unreal Design & Development,Resurrection Design Studio,Work From Home,"₹ 2,000 /month",6 Months
4139,,CAD Design,Iota Design & Innovations Lab Private Limited,Ahmedabad,"₹ 5,000-8,000 /month",2 Months
4140,,Business Management Consulting,Akhlaque Khan,Mumbai,"₹ 10,000 /month",3 Months
4141,,Content Writing,Rishabh Singh,Work From Home,"₹ 2,000 /month",2 Months
4142,1.0,Data Entry,Resale Shows,Work From Home,"₹ 15,000 /month",1 Month
4143,,Content Writing,Srchout Software Private Limited,Work From Home,"₹ 3,000-6,000 /month",4 Months
4144,,Finance & Accounting,Sports For All,Mumbai,"₹ 10,000 /month",6 Months
4145,,Digital Marketing,Ofin Legal Private Limited,Mumbai,"₹ 8,000 /month",6 Months
4146,,Content Writing,Unsung India Foundation,Delhi,"₹ 5,000-10,000 /month",2 Months
4147,,Marketing,OneRoof Technologies LLP,Mumbai,"₹ 10,000 /month +  Incentives",6 Months
4148,,Human Resources (HR),GetsetflyMedia,Mira Bhayandar,"₹ 5,000 /month",2 Months
4149,,Assistance - Teaching For XI And XII,Saraswathi VIdyalaya,Chennai,"₹ 15,000-20,000 /month",6 Months
4150,,Digital Marketing,Happymonk Technologies Private Limited,Bangalore,"₹ 7,000-10,000 /month",6 Months
4151,,Digital Marketing Sales,Advert Tree Solutions LLP,Delhi,"₹ 8,000 /month",2 Months
4152,,Fundraising,Grameena Vikas Kendram Society For Rural Development,Visakhapatnam,"₹ 25,000 /month",3 Months
4153,,Business Research,Process Robo,Work From Home,"₹ 5,000 /month",6 Months
4154,,"Research, Outreach & Administration",Harshita Soni,Work From Home,"₹ 2,000 /month",1 Month
4155,,Digital Marketing,Vaikhari Digital Private Limited,Hyderabad,"₹ 18,000 /month",3 Months
4156,,Marketing,Cafe Delhi Heights,Delhi,"₹ 6,000 /month",3 Months
4157,1.0,Account Teaching (Special Needs Adult),CogniAble,Gurgaon,"₹ 25,000 /month",6 Months
4158,,Desktop Support,Javin IT Services Private Limited,Mumbai,"₹ 10,000 /month",6 Months
4159,,News Anchoring (YouTube - Hindi),NewsyBird Media,Work From Home,"₹ 1,000 /month",6 Months
4160,,Research,Aloe E-Cell,Jaipur,"₹ 3,000-7,000 /month",5 Months
4161,,Flutter Development,Connivia Tech Solutions Private Limited,Mumbai,"₹ 6,000 /month",6 Months
4162,,Marketing And Communications,DIMENSION PLUS,Mumbai,"₹ 8,000 /month",3 Months
4163,,Field Sales,Ankit Enterprises,Work From Home,"₹ 8,000 /month",1 Month
4164,,Social Media Marketing,Mosaic Wellness Private Limited,Mumbai,"₹ 15,000 /month",6 Months
4165,,Performance Marketing,Bombay Handicrafts Private Limited,Work From Home,"₹ 2,000 /month +  Incentives",1 Month
4166,,Operations,Godiawala Studios,Ahmedabad,"₹ 10,000 /month",3 Months
4167,,Business Development (Sales),Unitglo Solutions Private Limited,Pune,"₹ 30,000 /month +  Incentives",4 Months
4168,,Real Estate Sales,AssetZilla,Delhi,"₹ 8,000-10,000 /month",3 Months
4169,,Social Media Marketing,Blacktie Private Limited,Delhi,"₹ 10,000-12,000 /month",6 Months
4170,,Marketing,Outsidethepc,Bangalore,"₹ 5,000-10,000 /month",3 Months
4171,,BPO Telecalling,Property 10X,Noida,"₹ 9,000 /month",3 Months
4172,,E-commerce Operations,CherishX,Delhi,"₹ 10,000 /month",3 Months
4173,,Content & Social Media Management,Boz,Work From Home,"₹ 5,000 /month",3 Months
4174,,Marketing,ASAPP Info Gloabal Group,Mumbai,"₹ 7,000-10,000 /month",3 Months
4175,,Web Development,Inforises Technologies,Faridabad,"₹ 5,000-9,000 /month",6 Months
4176,,Business Development,Qualis Engineers,Pune,"₹ 12,000 /month",6 Months
4177,,Auditing & Accounting,A A Garg & Co,Mumbai,"₹ 10,000 /month",6 Months
4178,,Fashion Design,Lanos Yvvas (Essel Enterprises),Delhi,"₹ 2,000 /month +  Incentives",4 Months
4179,,Digital Marketing,Deepika Classes,Jabalpur,"₹ 8,000-15,000 /month",2 Months
4180,,Content Writing,Flicksbuddy,Work From Home,"₹ 3,000 /month",1 Month
4181,,SEO,Glutape India Private Limited,Mumbai,"₹ 5,000-15,000 /month",6 Months
4182,,Unreal Development,HEXR Factory,Chennai,"₹ 12,000 /month",3 Months
4183,,Business Development (Sales),Mbook Technology Private Limited,Gurgaon,"₹ 7,000-9,000 /month",2 Months
4184,,Customer Service,Interflora,Mumbai,"₹ 12,000 /month",3 Months
4185,,Search Engine Optimization (SEO),ProntoSys Technologies,Thane,"₹ 10,000 /month",6 Months
4186,,Graphic Design,Market Xcel Data Matrix Private Limited,Delhi,"₹ 15,000-25,000 /month",6 Months
4187,,Content Writing,Avinash Kaur,Mohali,"₹ 8,000 /month",3 Months
4188,,Human Resources (HR),Classique Interiors,Kolkata,"₹ 10,000 /month",6 Months
4189,,Website  Development,Smart Governance,Ghaziabad,"₹ 5,000 /month",2 Months
4190,,Sales & Marketing,Ananta Consultancy (Realtyroof.in),Pune,"₹ 5,000 /month",3 Months
4191,,Operation & Marketing,Playo,Delhi,"₹ 5,000 /month",3 Months
4192,,Human Resources (HR),Lal10,Noida,"₹ 5,000 /month",1 Month
4193,,Back Office,Bonntonn Gourmet,Kolkata,"₹ 9,000-11,000 /month",6 Months
4194,,Flyer Creation - Ads,Onegen Healthcare (Lens And Meds),Work From Home,"₹ 1,000 /month +  Incentives",3 Months
4195,,Accounting,EG Allied Private Limited,Work From Home,"₹ 2,000 /month",6 Months
4196,,Social Media Marketing,Jagzap Engineering,Work From Home,"₹ 5,000 /month",3 Months
4197,,Law/Legal,MSG Advocates,Mumbai,"₹ 5,000 /month",6 Months
4198,,Talent Acquisition,Sodexo,Mumbai,"₹ 15,000 /month",6 Months
